[info]09:28:07 tester (411.TEST, 21) getPromoData (0.25 s)[192.168.37.33]
[info]11:34:53 tester (411.TEST, 21) ia motorizari 13918 (0.24 s)[192.168.37.33]
[info]11:34:54 tester (411.TEST, 21) ia motorizari 13919 (0.22 s)[192.168.37.33]
[info]11:34:54 tester (411.TEST, 21) ia modele pentru 11569 (0.23 s)[192.168.37.33]
[info]11:34:54 tester (411.TEST, 21) ia motorizari 12193 (0.23 s)[192.168.37.33]
[info]11:34:54 tester (411.TEST, 21) ia motorizari 12194 (0.07 s)[192.168.37.33]
[info]11:34:54 tester (411.TEST, 21) ia modele pentru 11786 (0.24 s)[192.168.37.33]
[info]11:34:55 tester (411.TEST, 21) ia motorizari 13920 (0.34 s)[192.168.37.33]
[info]11:34:55 tester (411.TEST, 21) ia motorizari 14282 (0.21 s)[192.168.37.33]
[info]11:34:55 tester (411.TEST, 21) ia motorizari 14281 (0.21 s)[192.168.37.33]
[info]11:34:55 tester (411.TEST, 21) ia modele pentru 11551 (0.13 s)[192.168.37.33]
[info]11:34:57 tester (411.TEST, 21) ia motorizari 12195 (0.23 s)[192.168.37.33]
[info]11:34:57 tester (411.TEST, 21) ia motorizari 12196 (0.22 s)[192.168.37.33]
[info]11:34:57 tester (411.TEST, 21) ia motorizari 12197 (0.07 s)[192.168.37.33]
[info]11:34:57 tester (411.TEST, 21) ia motorizari 12198 (0.07 s)[192.168.37.33]
[info]11:34:57 tester (411.TEST, 21) ia motorizari 12199 (0.08 s)[192.168.37.33]
[info]11:34:57 tester (411.TEST, 21) ia motorizari 12200 (0.23 s)[192.168.37.33]
[info]11:34:57 tester (411.TEST, 21) ia motorizari 12201 (0.07 s)[192.168.37.33]
[info]11:34:58 tester (411.TEST, 21) ia motorizari 12202 (0.07 s)[192.168.37.33]
[info]11:34:58 tester (411.TEST, 21) ia motorizari 12203 (0.07 s)[192.168.37.33]
[info]11:34:58 tester (411.TEST, 21) ia motorizari 12204 (0.09 s)[192.168.37.33]
[info]11:34:58 tester (411.TEST, 21) ia motorizari 12205 (0.22 s)[192.168.37.33]
[info]11:34:58 tester (411.TEST, 21) ia motorizari 12206 (0.09 s)[192.168.37.33]
[info]11:34:58 tester (411.TEST, 21) ia motorizari 12207 (0.28 s)[192.168.37.33]
[info]11:34:59 tester (411.TEST, 21) ia motorizari 12208 (0.23 s)[192.168.37.33]
[info]11:34:59 tester (411.TEST, 21) ia motorizari 13536 (0.23 s)[192.168.37.33]
[info]11:34:59 tester (411.TEST, 21) ia motorizari 12209 (0.09 s)[192.168.37.33]
[info]11:34:59 tester (411.TEST, 21) ia motorizari 12210 (0.22 s)[192.168.37.33]
[info]11:34:59 tester (411.TEST, 21) ia motorizari 12211 (0.21 s)[192.168.37.33]
[info]11:35:00 tester (411.TEST, 21) ia motorizari 12212 (0.23 s)[192.168.37.33]
[info]11:35:00 tester (411.TEST, 21) ia motorizari 12213 (0.21 s)[192.168.37.33]
[info]11:35:00 tester (411.TEST, 21) ia motorizari 12214 (0.16 s)[192.168.37.33]
[info]11:35:00 tester (411.TEST, 21) ia modele pentru 11552 (0.46 s)[192.168.37.33]
[info]11:35:01 tester (411.TEST, 21) ia motorizari 12215 (0.28 s)[192.168.37.33]
[info]11:35:01 tester (411.TEST, 21) ia motorizari 12006 (0.24 s)[192.168.37.33]
[info]11:35:01 tester (411.TEST, 21) ia motorizari 12007 (0.24 s)[192.168.37.33]
[info]11:35:01 tester (411.TEST, 21) ia motorizari 12216 (0.24 s)[192.168.37.33]
[info]11:35:03 tester (411.TEST, 21) ia motorizari 12217 (0.27 s)[192.168.37.33]
[info]11:35:03 tester (411.TEST, 21) ia motorizari 12218 (0.28 s)[192.168.37.33]
[info]11:35:03 tester (411.TEST, 21) ia motorizari 12219 (0.34 s)[192.168.37.33]
[info]11:35:04 tester (411.TEST, 21) ia motorizari 12220 (0.24 s)[192.168.37.33]
[info]11:35:04 tester (411.TEST, 21) ia motorizari 12221 (0.21 s)[192.168.37.33]
[info]11:35:04 tester (411.TEST, 21) ia motorizari 12222 (0.23 s)[192.168.37.33]
[info]11:35:04 tester (411.TEST, 21) ia motorizari 12223 (0.28 s)[192.168.37.33]
[info]11:35:05 tester (411.TEST, 21) ia motorizari 12224 (0.27 s)[192.168.37.33]
[info]11:35:05 tester (411.TEST, 21) ia motorizari 12225 (0.28 s)[192.168.37.33]
[info]11:35:05 tester (411.TEST, 21) ia motorizari 13844 (0.42 s)[192.168.37.33]
[info]11:35:05 tester (411.TEST, 21) ia motorizari 12226 (0.18 s)[192.168.37.33]
[info]11:35:06 tester (411.TEST, 21) ia motorizari 14367 (0.26 s)[192.168.37.33]
[info]11:35:06 tester (411.TEST, 21) ia motorizari 12227 (0.24 s)[192.168.37.33]
[info]11:35:06 tester (411.TEST, 21) ia motorizari 12228 (0.28 s)[192.168.37.33]
[info]11:35:06 tester (411.TEST, 21) ia motorizari 12229 (0.09 s)[192.168.37.33]
[info]11:35:07 tester (411.TEST, 21) ia motorizari 12230 (0.35 s)[192.168.37.33]
[info]11:35:07 tester (411.TEST, 21) ia motorizari 12231 (0.25 s)[192.168.37.33]
[info]11:35:07 tester (411.TEST, 21) ia motorizari 12232 (0.22 s)[192.168.37.33]
[info]11:35:07 tester (411.TEST, 21) ia motorizari 13868 (0.23 s)[192.168.37.33]
[info]11:35:09 tester (411.TEST, 21) ia motorizari 12233 (0.22 s)[192.168.37.33]
[info]11:35:09 tester (411.TEST, 21) ia motorizari 12234 (0.26 s)[192.168.37.33]
[info]11:35:09 tester (411.TEST, 21) ia motorizari 12235 (0.24 s)[192.168.37.33]
[info]11:35:10 tester (411.TEST, 21) ia motorizari 12236 (0.26 s)[192.168.37.33]
[info]11:35:10 tester (411.TEST, 21) ia motorizari 13875 (0.24 s)[192.168.37.33]
[info]11:35:10 tester (411.TEST, 21) ia motorizari 12237 (0.24 s)[192.168.37.33]
[info]11:35:10 tester (411.TEST, 21) ia modele pentru 11584 (0.25 s)[192.168.37.33]
[info]11:35:11 tester (411.TEST, 21) ia motorizari 12238 (0.22 s)[192.168.37.33]
[info]11:35:11 tester (411.TEST, 21) ia motorizari 12239 (0.15 s)[192.168.37.33]
[info]11:35:11 tester (411.TEST, 21) ia motorizari 12240 (0.07 s)[192.168.37.33]
[info]11:35:11 tester (411.TEST, 21) ia motorizari 12241 (0.24 s)[192.168.37.33]
[info]11:35:11 tester (411.TEST, 21) ia motorizari 12242 (0.22 s)[192.168.37.33]
[info]11:35:11 tester (411.TEST, 21) ia motorizari 12243 (0.22 s)[192.168.37.33]
[info]11:35:12 tester (411.TEST, 21) ia motorizari 12244 (0.23 s)[192.168.37.33]
[info]11:35:12 tester (411.TEST, 21) ia motorizari 12245 (0.22 s)[192.168.37.33]
[info]11:35:12 tester (411.TEST, 21) ia motorizari 12246 (0.24 s)[192.168.37.33]
[info]11:35:12 tester (411.TEST, 21) ia motorizari 12247 (0.25 s)[192.168.37.33]
[info]11:35:13 tester (411.TEST, 21) ia motorizari 12248 (0.22 s)[192.168.37.33]
[info]11:35:13 tester (411.TEST, 21) ia motorizari 12249 (0.26 s)[192.168.37.33]
[info]11:35:13 tester (411.TEST, 21) ia motorizari 12250 (0.10 s)[192.168.37.33]
[info]11:35:13 tester (411.TEST, 21) ia motorizari 12251 (0.22 s)[192.168.37.33]
[info]11:35:13 tester (411.TEST, 21) ia motorizari 12252 (0.14 s)[192.168.37.33]
[info]11:35:15 tester (411.TEST, 21) ia motorizari 12253 (0.25 s)[192.168.37.33]
[info]11:35:15 tester (411.TEST, 21) ia motorizari 12254 (0.23 s)[192.168.37.33]
[info]11:35:15 tester (411.TEST, 21) ia motorizari 12255 (0.08 s)[192.168.37.33]
[info]11:35:15 tester (411.TEST, 21) ia motorizari 12256 (0.09 s)[192.168.37.33]
[info]11:35:15 tester (411.TEST, 21) ia modele pentru 11811 (0.10 s)[192.168.37.33]
[info]11:35:15 tester (411.TEST, 21) ia motorizari 14208 (0.23 s)[192.168.37.33]
[info]11:35:16 tester (411.TEST, 21) ia motorizari 14212 (0.24 s)[192.168.37.33]
[info]11:35:16 tester (411.TEST, 21) ia modele pentru 11579 (0.35 s)[192.168.37.33]
[info]11:35:16 tester (411.TEST, 21) ia motorizari 13535 (0.22 s)[192.168.37.33]
[info]11:35:17 tester (411.TEST, 21) ia motorizari 12277 (0.22 s)[192.168.37.33]
[info]11:35:17 tester (411.TEST, 21) ia motorizari 12257 (0.16 s)[192.168.37.33]
[info]11:35:17 tester (411.TEST, 21) ia motorizari 12259 (0.17 s)[192.168.37.33]
[info]11:35:17 tester (411.TEST, 21) ia motorizari 12260 (0.07 s)[192.168.37.33]
[info]11:35:17 tester (411.TEST, 21) ia motorizari 12261 (0.29 s)[192.168.37.33]
[info]11:35:18 tester (411.TEST, 21) ia motorizari 12262 (0.23 s)[192.168.37.33]
[info]11:35:18 tester (411.TEST, 21) ia motorizari 12263 (0.16 s)[192.168.37.33]
[info]11:35:18 tester (411.TEST, 21) ia motorizari 12264 (0.08 s)[192.168.37.33]
[info]11:35:18 tester (411.TEST, 21) ia motorizari 12265 (0.16 s)[192.168.37.33]
[info]11:35:18 tester (411.TEST, 21) ia motorizari 12266 (0.16 s)[192.168.37.33]
[info]11:35:18 tester (411.TEST, 21) ia motorizari 12267 (0.22 s)[192.168.37.33]
[info]11:35:19 tester (411.TEST, 21) ia motorizari 12268 (0.22 s)[192.168.37.33]
[info]11:35:19 tester (411.TEST, 21) ia motorizari 12269 (0.16 s)[192.168.37.33]
[info]11:35:19 tester (411.TEST, 21) ia motorizari 13508 (0.14 s)[192.168.37.33]
[info]11:35:19 tester (411.TEST, 21) ia motorizari 13506 (0.24 s)[192.168.37.33]
[info]11:35:19 tester (411.TEST, 21) ia motorizari 12270 (0.16 s)[192.168.37.33]
[info]11:35:19 tester (411.TEST, 21) ia motorizari 12271 (0.16 s)[192.168.37.33]
[info]11:35:21 tester (411.TEST, 21) ia motorizari 12273 (0.08 s)[192.168.37.33]
[info]11:35:21 tester (411.TEST, 21) ia motorizari 12300 (0.25 s)[192.168.37.33]
[info]11:35:21 tester (411.TEST, 21) ia motorizari 12274 (0.08 s)[192.168.37.33]
[info]11:35:21 tester (411.TEST, 21) ia motorizari 12275 (0.16 s)[192.168.37.33]
[info]11:35:21 tester (411.TEST, 21) ia motorizari 12276 (0.23 s)[192.168.37.33]
[info]11:35:22 tester (411.TEST, 21) ia motorizari 12278 (0.24 s)[192.168.37.33]
[info]11:35:22 tester (411.TEST, 21) ia motorizari 14284 (0.24 s)[192.168.37.33]
[info]11:35:22 tester (411.TEST, 21) ia motorizari 12279 (0.16 s)[192.168.37.33]
[info]11:35:22 tester (411.TEST, 21) ia motorizari 12280 (0.16 s)[192.168.37.33]
[info]11:35:22 tester (411.TEST, 21) ia motorizari 12281 (0.22 s)[192.168.37.33]
[info]11:35:23 tester (411.TEST, 21) ia motorizari 12282 (0.16 s)[192.168.37.33]
[info]11:35:23 tester (411.TEST, 21) ia motorizari 12019 (0.23 s)[192.168.37.33]
[info]11:35:23 tester (411.TEST, 21) ia motorizari 13561 (0.25 s)[192.168.37.33]
[info]11:35:23 tester (411.TEST, 21) ia motorizari 12283 (0.07 s)[192.168.37.33]
[info]11:35:23 tester (411.TEST, 21) ia motorizari 12319 (0.23 s)[192.168.37.33]
[info]11:35:24 tester (411.TEST, 21) ia motorizari 12020 (0.24 s)[192.168.37.33]
[info]11:35:25 tester (411.TEST, 21) ia motorizari 12284 (1.82 s)[192.168.37.33]
[info]11:35:27 tester (411.TEST, 21) ia motorizari 12285 (0.25 s)[192.168.37.33]
[info]11:35:27 tester (411.TEST, 21) ia motorizari 12286 (0.24 s)[192.168.37.33]
[info]11:35:27 tester (411.TEST, 21) ia motorizari 12287 (0.23 s)[192.168.37.33]
[info]11:35:27 tester (411.TEST, 21) ia motorizari 12288 (0.24 s)[192.168.37.33]
[info]11:35:28 tester (411.TEST, 21) ia motorizari 12289 (0.24 s)[192.168.37.33]
[info]11:35:28 tester (411.TEST, 21) ia motorizari 12258 (0.24 s)[192.168.37.33]
[info]11:35:28 tester (411.TEST, 21) ia motorizari 12290 (0.22 s)[192.168.37.33]
[info]11:35:28 tester (411.TEST, 21) ia motorizari 12291 (0.22 s)[192.168.37.33]
[info]11:35:29 tester (411.TEST, 21) ia motorizari 12292 (0.23 s)[192.168.37.33]
[info]11:35:29 tester (411.TEST, 21) ia motorizari 12293 (0.24 s)[192.168.37.33]
[info]11:35:29 tester (411.TEST, 21) ia motorizari 12294 (0.24 s)[192.168.37.33]
[info]11:35:29 tester (411.TEST, 21) ia motorizari 12295 (0.22 s)[192.168.37.33]
[info]11:35:30 tester (411.TEST, 21) ia motorizari 12021 (0.22 s)[192.168.37.33]
[info]11:35:30 tester (411.TEST, 21) ia motorizari 12272 (0.23 s)[192.168.37.33]
[info]11:35:30 tester (411.TEST, 21) ia motorizari 12296 (0.22 s)[192.168.37.33]
[info]11:35:30 tester (411.TEST, 21) ia motorizari 12297 (0.21 s)[192.168.37.33]
[info]11:35:31 tester (411.TEST, 21) ia motorizari 12298 (0.27 s)[192.168.37.33]
[info]11:35:31 tester (411.TEST, 21) ia motorizari 13490 (0.22 s)[192.168.37.33]
[info]11:35:31 tester (411.TEST, 21) ia motorizari 12301 (0.24 s)[192.168.37.33]
[info]11:35:31 tester (411.TEST, 21) ia motorizari 12302 (0.21 s)[192.168.37.33]
[info]11:35:33 tester (411.TEST, 21) ia motorizari 12299 (0.23 s)[192.168.37.33]
[info]11:35:33 tester (411.TEST, 21) ia motorizari 12303 (0.22 s)[192.168.37.33]
[info]11:35:33 tester (411.TEST, 21) ia motorizari 12304 (0.26 s)[192.168.37.33]
[info]11:35:33 tester (411.TEST, 21) ia motorizari 12305 (0.22 s)[192.168.37.33]
[info]11:35:34 tester (411.TEST, 21) ia motorizari 12306 (0.34 s)[192.168.37.33]
[info]11:35:34 tester (411.TEST, 21) ia motorizari 12307 (0.08 s)[192.168.37.33]
[info]11:35:34 tester (411.TEST, 21) ia motorizari 13489 (0.24 s)[192.168.37.33]
[info]11:35:34 tester (411.TEST, 21) ia motorizari 12308 (0.12 s)[192.168.37.33]
[info]11:35:34 tester (411.TEST, 21) ia motorizari 12309 (0.22 s)[192.168.37.33]
[info]11:35:35 tester (411.TEST, 21) ia motorizari 12310 (0.21 s)[192.168.37.33]
[info]11:35:35 tester (411.TEST, 21) ia motorizari 12311 (0.52 s)[192.168.37.33]
[info]11:35:35 tester (411.TEST, 21) ia motorizari 12312 (0.22 s)[192.168.37.33]
[info]11:35:36 tester (411.TEST, 21) ia motorizari 12313 (0.21 s)[192.168.37.33]
[info]11:35:36 tester (411.TEST, 21) ia motorizari 12314 (0.27 s)[192.168.37.33]
[info]11:35:36 tester (411.TEST, 21) ia motorizari 12315 (0.22 s)[192.168.37.33]
[info]11:35:37 tester (411.TEST, 21) ia motorizari 12316 (0.80 s)[192.168.37.33]
[info]11:35:37 tester (411.TEST, 21) ia motorizari 12317 (0.12 s)[192.168.37.33]
[info]11:35:37 tester (411.TEST, 21) ia motorizari 13486 (0.22 s)[192.168.37.33]
[info]11:35:37 tester (411.TEST, 21) ia motorizari 12318 (0.22 s)[192.168.37.33]
[info]11:35:39 tester (411.TEST, 21) ia modele pentru 11784 (0.22 s)[192.168.37.33]
[info]11:35:39 tester (411.TEST, 21) ia motorizari 13916 (0.12 s)[192.168.37.33]
[info]11:35:39 tester (411.TEST, 21) ia motorizari 13917 (0.22 s)[192.168.37.33]
[info]11:35:39 tester (411.TEST, 21) ia modele pentru 11738 (0.24 s)[192.168.37.33]
[info]11:35:40 tester (411.TEST, 21) ia motorizari 13939 (0.23 s)[192.168.37.33]
[info]11:35:40 tester (411.TEST, 21) ia motorizari 13938 (0.21 s)[192.168.37.33]
[info]11:35:40 tester (411.TEST, 21) ia motorizari 13936 (0.21 s)[192.168.37.33]
[info]11:35:40 tester (411.TEST, 21) ia motorizari 13928 (0.24 s)[192.168.37.33]
[info]11:35:40 tester (411.TEST, 21) ia motorizari 13935 (0.22 s)[192.168.37.33]
[info]11:35:41 tester (411.TEST, 21) ia motorizari 13925 (0.24 s)[192.168.37.33]
[info]11:35:41 tester (411.TEST, 21) ia motorizari 13923 (0.22 s)[192.168.37.33]
[info]11:35:41 tester (411.TEST, 21) ia motorizari 13921 (0.23 s)[192.168.37.33]
[info]11:35:41 tester (411.TEST, 21) ia motorizari 13922 (0.22 s)[192.168.37.33]
[info]11:35:42 tester (411.TEST, 21) ia motorizari 13937 (0.22 s)[192.168.37.33]
[info]11:35:42 tester (411.TEST, 21) ia modele pentru 11553 (0.25 s)[192.168.37.33]
[info]11:35:42 tester (411.TEST, 21) ia motorizari 12320 (0.23 s)[192.168.37.33]
[info]11:35:42 tester (411.TEST, 21) ia motorizari 12321 (0.22 s)[192.168.37.33]
[info]11:35:43 tester (411.TEST, 21) ia motorizari 12322 (0.22 s)[192.168.37.33]
[info]11:35:43 tester (411.TEST, 21) ia motorizari 12323 (0.22 s)[192.168.37.33]
[info]11:35:43 tester (411.TEST, 21) ia motorizari 12324 (0.23 s)[192.168.37.33]
[info]11:35:43 tester (411.TEST, 21) ia motorizari 12325 (0.23 s)[192.168.37.33]
[info]11:35:45 tester (411.TEST, 21) ia motorizari 12326 (0.22 s)[192.168.37.33]
[info]11:35:45 tester (411.TEST, 21) ia motorizari 12327 (0.21 s)[192.168.37.33]
[info]11:35:45 tester (411.TEST, 21) ia motorizari 12328 (0.24 s)[192.168.37.33]
[info]11:35:45 tester (411.TEST, 21) ia motorizari 12329 (0.22 s)[192.168.37.33]
[info]11:35:46 tester (411.TEST, 21) ia motorizari 12330 (0.22 s)[192.168.37.33]
[info]11:35:46 tester (411.TEST, 21) ia motorizari 12331 (0.32 s)[192.168.37.33]
[info]11:35:46 tester (411.TEST, 21) ia motorizari 12332 (0.22 s)[192.168.37.33]
[info]11:35:46 tester (411.TEST, 21) ia motorizari 12333 (0.22 s)[192.168.37.33]
[info]11:35:47 tester (411.TEST, 21) ia motorizari 12334 (0.22 s)[192.168.37.33]
[info]11:35:47 tester (411.TEST, 21) ia motorizari 12335 (0.95 s)[192.168.37.33]
[info]11:35:48 tester (411.TEST, 21) ia motorizari 12336 (0.66 s)[192.168.37.33]
[info]11:35:49 tester (411.TEST, 21) ia modele pentru 11822 (0.80 s)[192.168.37.33]
[info]11:35:49 tester (411.TEST, 21) ia motorizari 14267 (0.23 s)[192.168.37.33]
[info]11:35:49 tester (411.TEST, 21) ia motorizari 14269 (0.16 s)[192.168.37.33]
[info]11:35:51 tester (411.TEST, 21) ia motorizari 14270 (0.21 s)[192.168.37.33]
[info]11:35:51 tester (411.TEST, 21) ia motorizari 14268 (0.61 s)[192.168.37.33]
[info]11:35:51 tester (411.TEST, 21) ia modele pentru 11570 (0.08 s)[192.168.37.33]
[info]11:35:52 tester (411.TEST, 21) ia motorizari 12337 (0.23 s)[192.168.37.33]
[info]11:35:52 tester (411.TEST, 21) ia motorizari 12338 (0.53 s)[192.168.37.33]
[info]11:35:54 tester (411.TEST, 21) ia modele pentru 11571 (1.45 s)[192.168.37.33]
[info]11:35:54 tester (411.TEST, 21) ia motorizari 12045 (0.72 s)[192.168.37.33]
[info]11:35:55 tester (411.TEST, 21) ia motorizari 12046 (1.08 s)[192.168.37.33]
[info]11:35:58 tester (411.TEST, 21) ia motorizari 12047 (1.92 s)[192.168.37.33]
[info]11:36:00 tester (411.TEST, 21) ia motorizari 12044 (1.50 s)[192.168.37.33]
[info]11:36:00 tester (411.TEST, 21) ia motorizari 12043 (0.23 s)[192.168.37.33]
[info]11:36:02 tester (411.TEST, 21) ia motorizari 12339 (2.42 s)[192.168.37.33]
[info]11:36:04 tester (411.TEST, 21) ia motorizari 12042 (0.24 s)[192.168.37.33]
[info]11:36:05 tester (411.TEST, 21) ia motorizari 12340 (1.47 s)[192.168.37.33]
[info]11:36:06 tester (411.TEST, 21) ia modele pentru 11554 (0.90 s)[192.168.37.33]
[info]11:36:07 tester (411.TEST, 21) ia motorizari 13475 (0.82 s)[192.168.37.33]
[info]11:36:07 tester (411.TEST, 21) ia motorizari 13474 (0.23 s)[192.168.37.33]
[info]11:36:08 tester (411.TEST, 21) ia motorizari 12341 (0.61 s)[192.168.37.33]
[info]11:36:08 tester (411.TEST, 21) ia motorizari 12342 (0.64 s)[192.168.37.33]
[info]11:36:10 tester (411.TEST, 21) ia motorizari 12343 (0.62 s)[192.168.37.33]
[info]11:36:10 tester (411.TEST, 21) ia motorizari 12344 (0.23 s)[192.168.37.33]
[info]11:36:11 tester (411.TEST, 21) ia motorizari 12345 (0.26 s)[192.168.37.33]
[info]11:36:11 tester (411.TEST, 21) ia motorizari 12346 (0.16 s)[192.168.37.33]
[info]11:36:11 tester (411.TEST, 21) ia motorizari 12347 (0.23 s)[192.168.37.33]
[info]11:36:11 tester (411.TEST, 21) ia motorizari 12348 (0.28 s)[192.168.37.33]
[info]11:36:11 tester (411.TEST, 21) ia motorizari 12349 (0.22 s)[192.168.37.33]
[info]11:36:12 tester (411.TEST, 21) ia motorizari 12027 (0.13 s)[192.168.37.33]
[info]11:36:12 tester (411.TEST, 21) ia motorizari 12032 (0.26 s)[192.168.37.33]
[info]11:36:12 tester (411.TEST, 21) ia motorizari 13472 (0.22 s)[192.168.37.33]
[info]11:36:12 tester (411.TEST, 21) ia motorizari 12350 (0.22 s)[192.168.37.33]
[info]11:36:13 tester (411.TEST, 21) ia motorizari 12351 (0.34 s)[192.168.37.33]
[info]11:36:13 tester (411.TEST, 21) ia motorizari 12352 (0.24 s)[192.168.37.33]
[info]11:36:13 tester (411.TEST, 21) ia motorizari 12353 (0.07 s)[192.168.37.33]
[info]11:36:13 tester (411.TEST, 21) ia motorizari 12354 (0.24 s)[192.168.37.33]
[info]11:36:14 tester (411.TEST, 21) ia motorizari 12355 (0.22 s)[192.168.37.33]
[info]11:36:14 tester (411.TEST, 21) ia motorizari 12356 (0.18 s)[192.168.37.33]
[info]11:36:14 tester (411.TEST, 21) ia motorizari 12357 (0.36 s)[192.168.37.33]
[info]11:36:14 tester (411.TEST, 21) ia motorizari 12358 (0.32 s)[192.168.37.33]
[info]11:36:16 tester (411.TEST, 21) ia motorizari 14075 (0.24 s)[192.168.37.33]
[info]11:36:16 tester (411.TEST, 21) ia motorizari 12359 (0.22 s)[192.168.37.33]
[info]11:36:16 tester (411.TEST, 21) ia motorizari 12360 (0.33 s)[192.168.37.33]
[info]11:36:16 tester (411.TEST, 21) ia motorizari 12361 (0.23 s)[192.168.37.33]
[info]11:36:17 tester (411.TEST, 21) ia motorizari 12362 (0.22 s)[192.168.37.33]
[info]11:36:17 tester (411.TEST, 21) ia motorizari 12363 (0.24 s)[192.168.37.33]
[info]11:36:17 tester (411.TEST, 21) ia motorizari 12364 (0.23 s)[192.168.37.33]
[info]11:36:17 tester (411.TEST, 21) ia motorizari 12365 (0.24 s)[192.168.37.33]
[info]11:36:18 tester (411.TEST, 21) ia motorizari 12366 (0.24 s)[192.168.37.33]
[info]11:36:18 tester (411.TEST, 21) ia modele pentru 11567 (0.24 s)[192.168.37.33]
[info]11:36:18 tester (411.TEST, 21) ia motorizari 12367 (0.22 s)[192.168.37.33]
[info]11:36:18 tester (411.TEST, 21) ia motorizari 12368 (0.08 s)[192.168.37.33]
[info]11:36:18 tester (411.TEST, 21) ia motorizari 12369 (0.21 s)[192.168.37.33]
[info]11:36:19 tester (411.TEST, 21) ia motorizari 12370 (0.21 s)[192.168.37.33]
[info]11:36:19 tester (411.TEST, 21) ia motorizari 12371 (0.26 s)[192.168.37.33]
[info]11:36:19 tester (411.TEST, 21) ia motorizari 12372 (0.22 s)[192.168.37.33]
[info]11:36:19 tester (411.TEST, 21) ia motorizari 12373 (0.22 s)[192.168.37.33]
[info]11:36:20 tester (411.TEST, 21) ia motorizari 12374 (0.16 s)[192.168.37.33]
[info]11:36:20 tester (411.TEST, 21) ia motorizari 12375 (0.22 s)[192.168.37.33]
[info]11:36:20 tester (411.TEST, 21) ia motorizari 12376 (0.22 s)[192.168.37.33]
[info]11:36:20 tester (411.TEST, 21) ia motorizari 12377 (0.21 s)[192.168.37.33]
[info]11:36:20 tester (411.TEST, 21) ia motorizari 12378 (0.08 s)[192.168.37.33]
[info]11:36:20 tester (411.TEST, 21) ia motorizari 12379 (0.07 s)[192.168.37.33]
[info]11:36:22 tester (411.TEST, 21) ia motorizari 12380 (0.22 s)[192.168.37.33]
[info]11:36:22 tester (411.TEST, 21) ia modele pentru 11555 (0.34 s)[192.168.37.33]
[info]11:36:22 tester (411.TEST, 21) ia motorizari 12381 (0.10 s)[192.168.37.33]
[info]11:36:22 tester (411.TEST, 21) ia motorizari 12382 (0.07 s)[192.168.37.33]
[info]11:36:22 tester (411.TEST, 21) ia motorizari 12033 (0.07 s)[192.168.37.33]
[info]11:36:23 tester (411.TEST, 21) ia motorizari 12023 (0.24 s)[192.168.37.33]
[info]11:36:23 tester (411.TEST, 21) ia motorizari 12383 (0.21 s)[192.168.37.33]
[info]11:36:23 tester (411.TEST, 21) ia motorizari 12384 (0.21 s)[192.168.37.33]
[info]11:36:23 tester (411.TEST, 21) ia motorizari 12385 (0.23 s)[192.168.37.33]
[info]11:36:23 tester (411.TEST, 21) ia motorizari 12386 (0.07 s)[192.168.37.33]
[info]11:36:24 tester (411.TEST, 21) ia motorizari 12387 (0.27 s)[192.168.37.33]
[info]11:36:24 tester (411.TEST, 21) ia motorizari 12029 (0.10 s)[192.168.37.33]
[info]11:36:24 tester (411.TEST, 21) ia motorizari 13462 (0.25 s)[192.168.37.33]
[info]11:36:24 tester (411.TEST, 21) ia motorizari 12388 (0.16 s)[192.168.37.33]
[info]11:36:24 tester (411.TEST, 21) ia motorizari 14365 (0.08 s)[192.168.37.33]
[info]11:36:24 tester (411.TEST, 21) ia motorizari 12389 (0.22 s)[192.168.37.33]
[info]11:36:25 tester (411.TEST, 21) ia motorizari 12022 (0.22 s)[192.168.37.33]
[info]11:36:25 tester (411.TEST, 21) ia motorizari 12390 (0.16 s)[192.168.37.33]
[info]11:36:25 tester (411.TEST, 21) ia motorizari 12031 (0.07 s)[192.168.37.33]
[info]11:36:25 tester (411.TEST, 21) ia motorizari 12391 (0.22 s)[192.168.37.33]
[info]11:36:25 tester (411.TEST, 21) ia motorizari 12392 (0.22 s)[192.168.37.33]
[info]11:36:26 tester (411.TEST, 21) ia motorizari 12026 (0.23 s)[192.168.37.33]
[info]11:36:26 tester (411.TEST, 21) ia motorizari 14249 (0.23 s)[192.168.37.33]
[info]11:36:26 tester (411.TEST, 21) ia motorizari 13461 (0.22 s)[192.168.37.33]
[info]11:36:26 tester (411.TEST, 21) ia motorizari 12393 (0.22 s)[192.168.37.33]
[info]11:36:28 tester (411.TEST, 21) ia motorizari 12394 (0.21 s)[192.168.37.33]
[info]11:36:28 tester (411.TEST, 21) ia motorizari 12025 (0.16 s)[192.168.37.33]
[info]11:36:28 tester (411.TEST, 21) ia motorizari 12024 (0.22 s)[192.168.37.33]
[info]11:36:28 tester (411.TEST, 21) ia motorizari 12030 (0.22 s)[192.168.37.33]
[info]11:36:28 tester (411.TEST, 21) ia motorizari 13460 (0.23 s)[192.168.37.33]
[info]11:36:29 tester (411.TEST, 21) ia modele pentru 11556 (0.24 s)[192.168.37.33]
[info]11:36:29 tester (411.TEST, 21) ia motorizari 12395 (0.24 s)[192.168.37.33]
[info]11:36:29 tester (411.TEST, 21) ia motorizari 12396 (0.22 s)[192.168.37.33]
[info]11:36:29 tester (411.TEST, 21) ia motorizari 12397 (0.22 s)[192.168.37.33]
[info]11:36:30 tester (411.TEST, 21) ia motorizari 12039 (0.16 s)[192.168.37.33]
